vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Handymax,13.72,2608.5,373.3,LNG,Moderate,50.0
Tanker,15.28,2995.3,935.2,Conventional (HFO/MGO),Moderate,127.0
Ro-Ro,18.74,6393.8,1394.1,LNG,Rough,272.5
Feeder,16.75,2074.6,860.2,Conventional (HFO/MGO),Calm,50.0
Tanker,11.65,9763.2,726.9,Conventional (HFO/MGO),Moderate,52.2
Ro-Ro,19.16,2784.3,732.2,LNG,Moderate,107.8
Feeder,17.73,1571.5,1498.6,Conventional (HFO/MGO),Calm,56.0
Feeder,15.4,1521.1,1963.5,Methanol,Moderate,59.8
Ro-Ro,16.58,6282.6,426.6,Methanol,Rough,72.4
Ro-Ro,19.6,1572.0,938.2,Ammonia,Moderate,136.2
Feeder,11.13,2094.0,2082.3,Ammonia,Rough,50.0
Panamax,12.22,5036.5,655.1,Ammonia,Moderate,50.0
Feeder,12.4,2797.5,1346.4,LNG,Moderate,50.0
Panamax,11.14,2570.5,1090.6,LNG,Rough,55.8
Feeder,17.25,1521.8,2059.1,Ammonia,Moderate,89.4
Panamax,13.39,7650.6,1482.4,Hydrogen,Moderate,133.3
Feeder,10.29,1314.6,1949.9,Hydrogen,Moderate,50.0
Ro-Ro,15.54,6230.5,1712.2,LNG,Calm,146.8
Feeder,16.29,1957.7,1269.8,Ammonia,Calm,50.0
Tanker,11.9,8771.0,893.1,Conventional (HFO/MGO),Moderate,71.7
Ro-Ro,14.25,2613.0,1571.8,Conventional (HFO/MGO),Rough,128.9
Feeder,16.89,2874.7,1315.6,Hydrogen,Moderate,51.6
Handymax,16.35,5052.6,608.6,Conventional (HFO/MGO),Rough,71.7
Container,22.65,5367.8,2020.6,Hydrogen,Moderate,759.8
Tanker,15.89,7150.9,1535.1,Ammonia,Calm,275.2
Ro-Ro,14.4,5897.9,2088.1,Conventional (HFO/MGO),Rough,195.7
Container,18.33,4090.1,1342.3,Methanol,Calm,320.4
Tanker,17.51,9174.8,1658.5,LNG,Calm,319.4
Ro-Ro,11.68,2349.3,2156.1,Ammonia,Moderate,102.6
Ro-Ro,15.4,6108.3,824.2,Conventional (HFO/MGO),Calm,69.5
Tanker,12.64,8909.4,731.2,Hydrogen,Calm,51.8
Container,19.54,11312.5,481.8,Ammonia,Moderate,186.1
Ro-Ro,18.12,7007.5,158.5,Methanol,Calm,50.0
Feeder,12.37,1533.6,811.3,Methanol,Calm,50.0
Handymax,14.18,3677.3,207.4,Methanol,Calm,50.0
Panamax,18.91,2593.1,1164.4,Ammonia,Moderate,224.3
Container,22.97,3880.5,1206.8,Hydrogen,Moderate,506.5
Tanker,15.75,2825.7,1669.3,Conventional (HFO/MGO),Moderate,260.1
Feeder,16.63,1894.9,2180.5,Ammonia,Moderate,83.5
Tanker,15.23,8668.3,2078.6,Methanol,Moderate,328.0
Handymax,17.09,2921.3,205.6,Methanol,Calm,50.0
Ro-Ro,14.38,2452.0,1125.7,Conventional (HFO/MGO),Calm,81.0
Container,13.74,3886.0,1364.7,Hydrogen,Calm,117.2
Feeder,12.92,2224.9,2186.6,Methanol,Calm,50.0
Handymax,14.35,5361.8,1274.7,Ammonia,Moderate,97.6
Tanker,18.11,5981.5,1393.9,Conventional (HFO/MGO),Moderate,294.2
Tanker,18.51,6991.0,1940.6,Conventional (HFO/MGO),Calm,421.8
Container,14.54,7180.5,2069.3,LNG,Rough,345.1
Ro-Ro,16.51,5518.5,1551.7,LNG,Moderate,181.4
Tanker,18.76,9563.9,2093.9,Conventional (HFO/MGO),Calm,567.5
Handymax,18.18,2581.1,1572.3,LNG,Calm,159.8
Ro-Ro,18.6,7995.4,1426.5,Methanol,Moderate,276.0
Panamax,19.09,7260.3,1235.6,Conventional (HFO/MGO),Calm,283.5
Handymax,18.47,4264.7,1195.7,LNG,Moderate,148.3
Handymax,10.85,4449.8,824.5,LNG,Calm,50.0
Tanker,18.3,10530.9,2181.7,LNG,Rough,649.2
Handymax,16.28,1382.4,2187.5,LNG,Calm,161.5
Handymax,18.23,4649.5,1373.8,Hydrogen,Calm,144.9
Feeder,14.12,2471.1,292.7,Hydrogen,Calm,50.0
Panamax,17.22,4927.3,2070.1,LNG,Calm,293.7
Container,19.33,8882.2,959.5,Ammonia,Calm,344.9
Container,22.22,13688.5,1271.4,Hydrogen,Moderate,664.1
Panamax,17.59,2333.7,2082.0,Ammonia,Moderate,334.8
Container,17.22,9013.0,1741.6,Methanol,Calm,371.4
Tanker,18.93,2511.8,692.9,Hydrogen,Moderate,146.0
Handymax,14.86,4317.1,1002.9,Conventional (HFO/MGO),Calm,71.3
Feeder,16.38,1504.1,1851.9,Methanol,Moderate,69.1
Handymax,16.14,3324.6,1736.2,Hydrogen,Calm,133.6
Container,13.97,4455.2,441.5,Ammonia,Rough,67.9
Container,19.64,11306.4,1230.5,Conventional (HFO/MGO),Rough,544.1
Panamax,17.06,3656.0,1993.9,Hydrogen,Moderate,232.9
Handymax,10.96,5507.2,663.1,Conventional (HFO/MGO),Rough,50.0
Panamax,19.33,2343.9,326.4,Ammonia,Moderate,61.9
Feeder,16.41,3241.2,1723.7,LNG,Rough,77.2
Container,15.79,11594.4,1543.5,Hydrogen,Moderate,276.2
Ro-Ro,16.57,4255.5,684.0,Methanol,Calm,62.7
Container,19.47,9151.5,1974.1,LNG,Moderate,653.2
Handymax,16.41,2139.1,1182.1,LNG,Calm,88.7
Container,22.22,11172.3,562.1,Ammonia,Rough,371.0
Feeder,10.34,1185.7,1538.4,Ammonia,Rough,50.0
Ro-Ro,16.29,7997.8,1789.3,LNG,Rough,265.5
Tanker,14.56,3591.9,1604.6,Ammonia,Moderate,219.2
Tanker,17.06,8563.3,896.6,LNG,Rough,203.0
Handymax,11.5,3871.5,313.7,Conventional (HFO/MGO),Moderate,50.0
Feeder,17.15,3372.0,1067.5,Methanol,Calm,50.0
Feeder,13.25,2244.0,1516.8,Hydrogen,Moderate,50.0
Tanker,13.4,10314.4,1548.6,LNG,Moderate,171.5
Feeder,10.32,1263.1,437.6,Methanol,Calm,50.0
Handymax,11.04,1734.8,404.7,Hydrogen,Calm,50.0
Ro-Ro,13.49,6979.2,839.8,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,16.04,3643.7,1988.5,LNG,Rough,203.9
Tanker,14.27,5332.1,1786.5,LNG,Calm,194.7
Handymax,14.33,2979.6,897.8,LNG,Moderate,56.3
Container,12.48,10617.8,1159.2,LNG,Moderate,113.9
Tanker,15.64,2544.4,1243.2,Hydrogen,Moderate,172.8
Container,14.59,3410.7,1796.5,Hydrogen,Rough,240.5
Ro-Ro,11.04,6215.4,1102.9,Hydrogen,Moderate,50.0
Feeder,16.73,808.2,533.7,LNG,Calm,50.0
Container,18.33,7039.1,1441.5,Conventional (HFO/MGO),Rough,459.6
Feeder,13.7,884.5,1775.9,Methanol,Rough,50.0
Container,17.15,10106.0,495.1,Ammonia,Rough,163.8
Tanker,17.25,6691.9,2096.8,LNG,Moderate,381.8
Handymax,14.66,5238.1,365.3,Methanol,Calm,50.0
Panamax,20.56,2249.0,702.1,Ammonia,Rough,200.8
Ro-Ro,14.07,7231.0,1212.1,Methanol,Calm,100.7
Container,20.04,9725.4,1381.5,Conventional (HFO/MGO),Calm,518.0
Panamax,20.47,4799.2,1166.6,Conventional (HFO/MGO),Calm,315.3
Container,13.05,9611.6,1143.5,Hydrogen,Moderate,127.1
Feeder,16.92,1806.3,915.9,Hydrogen,Moderate,50.0
Tanker,14.53,2910.3,593.5,LNG,Rough,67.6
Feeder,12.98,2557.9,2016.2,Ammonia,Moderate,50.0
Handymax,13.26,5110.5,1743.3,LNG,Moderate,99.9
Panamax,13.89,8582.7,1285.4,LNG,Moderate,134.0
Panamax,19.69,3681.9,1963.7,Ammonia,Calm,408.7
Panamax,14.24,3893.6,1520.7,Ammonia,Rough,173.1
Panamax,16.27,4756.4,1687.2,Hydrogen,Moderate,211.9
Ro-Ro,19.87,5940.8,286.9,Hydrogen,Moderate,50.0
Ro-Ro,16.45,5604.5,554.2,Conventional (HFO/MGO),Calm,55.0
Container,21.64,4691.7,1731.7,Methanol,Moderate,724.7
Feeder,11.23,1246.4,1239.9,Methanol,Calm,50.0
Panamax,11.57,4376.7,1909.8,Hydrogen,Calm,82.4
Feeder,17.44,1678.4,1157.7,Conventional (HFO/MGO),Moderate,50.0
Tanker,10.13,3957.2,537.1,Hydrogen,Moderate,50.0
Handymax,17.67,5133.7,307.1,Conventional (HFO/MGO),Calm,50.0
Container,20.34,7239.1,992.1,Conventional (HFO/MGO),Moderate,330.7
Handymax,15.89,2863.2,1256.7,Ammonia,Calm,105.7
Tanker,18.07,11789.0,1248.4,Methanol,Moderate,381.7
Feeder,17.62,1978.6,1982.8,Conventional (HFO/MGO),Moderate,88.5
Tanker,11.76,4030.7,1615.9,Methanol,Calm,106.7
Handymax,14.41,2637.3,325.5,Methanol,Moderate,50.0
Panamax,16.56,2988.2,1096.4,Hydrogen,Calm,112.9
Ro-Ro,11.11,3320.9,1238.7,Hydrogen,Moderate,50.0
Feeder,16.01,1833.8,1029.3,Ammonia,Calm,50.0
Handymax,12.89,4111.8,1696.0,Methanol,Moderate,83.1
Feeder,10.9,3414.8,1057.1,Ammonia,Rough,50.0
Ro-Ro,18.2,1902.7,319.6,Methanol,Calm,50.0
Feeder,14.12,2941.6,1909.8,Conventional (HFO/MGO),Calm,50.0
Container,14.9,13137.6,2195.4,Conventional (HFO/MGO),Calm,374.5
Panamax,15.46,2442.6,452.8,LNG,Calm,50.0
Feeder,16.01,2201.7,1036.9,Ammonia,Moderate,50.0
Ro-Ro,11.44,6571.0,434.6,Ammonia,Moderate,50.0
Container,18.42,3013.2,1737.1,Ammonia,Calm,445.1
Panamax,18.59,7943.2,1101.8,LNG,Moderate,230.5
Tanker,12.9,5706.5,621.5,Hydrogen,Moderate,50.0
Tanker,15.49,8479.2,376.0,Ammonia,Calm,62.7
Tanker,18.38,7557.5,590.1,Methanol,Moderate,148.5
Ro-Ro,17.24,2590.2,671.8,Conventional (HFO/MGO),Calm,65.8
Handymax,12.07,5421.2,1712.2,Hydrogen,Calm,61.5
Panamax,12.65,8703.5,1826.4,LNG,Calm,131.1
Panamax,11.32,4120.6,411.5,LNG,Calm,50.0
Feeder,13.75,1848.5,908.5,Methanol,Moderate,50.0
Ro-Ro,11.61,5350.1,547.0,Ammonia,Calm,50.0
Tanker,18.8,5949.0,676.8,Hydrogen,Moderate,150.9
Ro-Ro,18.62,4184.3,1291.8,Methanol,Calm,204.9
Handymax,11.61,3044.9,1184.6,Ammonia,Calm,50.0
Panamax,15.93,4959.4,1786.3,Conventional (HFO/MGO),Calm,229.2
Tanker,12.98,11513.4,1873.0,LNG,Calm,188.9
Panamax,11.86,3485.9,1239.7,Ammonia,Moderate,70.7
Panamax,20.62,2345.0,1749.1,Methanol,Calm,373.1
Container,14.91,7616.0,1952.8,Methanol,Moderate,299.3
Handymax,15.69,4454.1,973.6,Conventional (HFO/MGO),Calm,73.6
Handymax,10.67,3166.1,1255.2,LNG,Rough,50.0
Ro-Ro,18.49,3032.3,2116.5,LNG,Calm,254.3
Feeder,16.91,694.5,1892.2,Ammonia,Moderate,69.4
Tanker,15.76,9548.3,1749.2,Methanol,Calm,281.8
Panamax,15.24,7497.4,1393.5,Conventional (HFO/MGO),Moderate,178.6
Feeder,15.94,962.5,2156.1,LNG,Rough,74.9
Feeder,14.09,2094.2,1831.2,Ammonia,Calm,50.0
Container,21.67,7594.4,1878.6,LNG,Moderate,729.1
Handymax,13.76,2445.5,336.5,Ammonia,Moderate,50.0
Feeder,10.3,665.8,1985.6,Hydrogen,Moderate,50.0
Panamax,12.62,6764.3,1632.3,Conventional (HFO/MGO),Moderate,113.9
Handymax,13.0,2746.7,1022.1,Ammonia,Rough,58.8
Panamax,19.1,2739.6,981.1,Methanol,Moderate,195.3
Feeder,13.62,2773.4,1637.3,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,14.37,3232.7,1807.4,Conventional (HFO/MGO),Moderate,130.4
Handymax,12.79,4889.0,485.3,Conventional (HFO/MGO),Calm,50.0
Container,12.87,5402.6,1945.0,Conventional (HFO/MGO),Calm,173.3
Tanker,14.78,7252.9,185.3,Methanol,Calm,50.0
Ro-Ro,14.67,4045.0,2163.2,Ammonia,Moderate,162.2
Panamax,19.98,5319.5,1496.2,Methanol,Moderate,352.3
Handymax,18.89,4018.3,605.2,Ammonia,Moderate,93.3
Ro-Ro,11.78,5921.4,2116.1,Methanol,Calm,83.2
Feeder,10.88,1391.0,953.3,Ammonia,Moderate,50.0
Panamax,13.56,4591.2,230.5,Conventional (HFO/MGO),Moderate,50.0
Feeder,15.87,2677.1,473.3,Hydrogen,Moderate,50.0
Container,13.44,3908.0,1392.1,Methanol,Moderate,158.8
Container,19.96,13802.8,1574.0,Ammonia,Calm,723.7
Container,15.97,11273.1,392.4,Ammonia,Calm,78.8
Handymax,17.8,1815.5,932.7,Ammonia,Moderate,100.7
Container,18.6,3777.8,1681.9,LNG,Calm,376.9
Handymax,12.32,2625.1,1372.1,Hydrogen,Moderate,51.4
Feeder,11.4,3287.6,491.6,Methanol,Moderate,50.0
Container,13.85,4690.6,1383.8,Ammonia,Calm,160.4
Ro-Ro,13.39,3701.8,1566.8,Methanol,Moderate,83.9
Feeder,12.83,2465.3,1707.7,Conventional (HFO/MGO),Rough,50.0
Feeder,17.04,1433.8,1297.3,Methanol,Moderate,53.6
Handymax,12.57,5452.1,1977.6,Hydrogen,Rough,95.9
Ro-Ro,18.06,5780.4,1036.1,Ammonia,Moderate,169.0
Feeder,17.98,1398.5,1465.6,Methanol,Calm,66.0
Handymax,13.01,3259.5,266.2,LNG,Calm,50.0
Feeder,10.17,795.6,551.5,LNG,Calm,50.0
Container,16.33,8766.4,381.3,Methanol,Moderate,88.0
Panamax,12.53,6326.4,461.5,Conventional (HFO/MGO),Calm,50.0
Tanker,11.96,8585.4,365.8,Hydrogen,Calm,50.0
Tanker,15.4,7490.2,1475.2,Hydrogen,Rough,208.7
Feeder,16.13,1425.9,1707.2,Methanol,Calm,59.2
Panamax,17.28,2417.0,1065.4,Hydrogen,Moderate,152.7
Handymax,10.77,2957.7,1154.3,Methanol,Calm,50.0
Handymax,13.57,1335.9,1213.7,Methanol,Moderate,61.8
Handymax,13.7,3944.5,1964.3,Hydrogen,Calm,94.8
Feeder,12.86,1654.5,1791.7,Ammonia,Moderate,50.0
Handymax,14.31,1523.2,554.5,Methanol,Moderate,50.0
Handymax,12.55,1408.2,1124.0,Methanol,Moderate,50.0
Panamax,12.46,2184.3,2066.4,Hydrogen,Rough,121.8
Ro-Ro,18.66,4370.9,390.1,Methanol,Calm,54.2
Handymax,15.42,2858.8,482.3,Hydrogen,Calm,50.0
Panamax,16.31,6545.3,730.4,Ammonia,Moderate,105.8
Handymax,14.39,5703.3,256.2,Conventional (HFO/MGO),Moderate,50.0
Container,17.43,4719.1,1889.5,Hydrogen,Calm,380.9
Tanker,14.13,8440.3,1845.6,Conventional (HFO/MGO),Moderate,254.9
Panamax,17.04,2721.8,539.7,Methanol,Moderate,79.3
Ro-Ro,15.36,3394.7,1049.5,LNG,Calm,75.3
Feeder,16.95,2954.6,358.4,LNG,Calm,50.0
Ro-Ro,18.41,4122.6,1898.1,LNG,Calm,221.9
Tanker,16.59,11426.1,1114.1,Hydrogen,Calm,197.3
Panamax,19.6,4726.7,1651.2,Ammonia,Calm,372.1
Handymax,13.8,2137.5,1710.8,Methanol,Moderate,94.7
Tanker,12.17,7541.7,1896.4,Conventional (HFO/MGO),Calm,130.5
Tanker,17.33,7984.7,871.3,Hydrogen,Moderate,182.4
Ro-Ro,14.62,4529.4,1186.0,LNG,Rough,110.8
Ro-Ro,19.66,2754.9,172.8,LNG,Moderate,50.0
Tanker,13.67,7620.0,1855.6,Hydrogen,Rough,240.0
Container,18.79,3161.5,372.4,Ammonia,Calm,100.3
Feeder,15.72,704.8,1776.0,Methanol,Moderate,52.8
Container,20.68,8442.9,1217.1,Methanol,Rough,523.7
Tanker,10.32,7259.4,2018.9,Ammonia,Rough,125.1
Handymax,17.29,2808.1,2071.2,Methanol,Calm,206.3
Handymax,13.64,3150.0,807.9,Hydrogen,Rough,50.0
Handymax,13.09,3187.1,584.1,Ammonia,Calm,50.0
Ro-Ro,15.08,6374.6,1046.0,Conventional (HFO/MGO),Moderate,103.2
Container,20.53,11802.4,1868.0,Methanol,Calm,783.1
Tanker,18.48,7612.6,1160.6,Ammonia,Moderate,312.3
Panamax,12.65,6939.6,1606.4,Methanol,Calm,104.6
Feeder,15.85,2473.6,469.2,Methanol,Calm,50.0
Ro-Ro,15.48,4457.6,845.7,Conventional (HFO/MGO),Moderate,71.8
Container,19.11,7269.3,1938.4,Hydrogen,Calm,463.6
Container,22.89,3167.0,1284.1,Conventional (HFO/MGO),Calm,565.4
Tanker,11.74,2985.4,166.4,Conventional (HFO/MGO),Moderate,50.0
Panamax,20.39,6592.4,691.8,Conventional (HFO/MGO),Calm,185.8
Container,21.43,8063.0,2156.4,Methanol,Moderate,924.8
Handymax,16.64,5224.7,200.1,Hydrogen,Calm,50.0
Handymax,18.15,4668.5,443.7,LNG,Calm,53.8
Feeder,17.34,1160.0,1004.0,Ammonia,Rough,50.8
Panamax,14.58,3309.9,1567.2,Ammonia,Calm,134.6
Handymax,12.74,3893.3,1788.3,Hydrogen,Rough,80.4
Feeder,11.56,2768.5,1556.8,Hydrogen,Calm,50.0
Container,20.17,5710.8,1666.6,Hydrogen,Moderate,453.7
Tanker,17.99,8358.7,1093.8,LNG,Rough,307.0
Ro-Ro,15.42,1872.2,2143.9,Ammonia,Moderate,204.7
Container,22.29,10084.5,410.7,Ammonia,Calm,195.8
Feeder,11.72,1706.0,467.3,Ammonia,Moderate,50.0
Tanker,15.79,7118.0,1082.8,Conventional (HFO/MGO),Rough,188.7
Ro-Ro,15.46,4385.0,696.7,Conventional (HFO/MGO),Rough,68.3
Feeder,16.49,2814.8,1249.1,LNG,Calm,50.0
Panamax,16.11,5968.5,954.5,LNG,Moderate,123.5
Handymax,11.76,5067.0,225.9,LNG,Calm,50.0
Container,18.6,8747.5,999.3,Methanol,Moderate,338.6
Ro-Ro,19.83,4427.5,917.4,Ammonia,Moderate,158.1
Ro-Ro,19.46,2792.3,379.8,LNG,Moderate,63.4
Container,13.81,9323.0,646.7,Methanol,Rough,111.2
Container,18.25,5071.9,1438.6,Conventional (HFO/MGO),Calm,348.1
Container,16.72,3710.6,842.8,Conventional (HFO/MGO),Calm,139.9
Panamax,12.67,2130.6,202.8,Hydrogen,Calm,50.0
Ro-Ro,19.74,6670.4,310.3,LNG,Calm,56.5
Ro-Ro,15.76,2091.1,272.7,Conventional (HFO/MGO),Calm,50.0
Handymax,18.73,3027.8,840.0,Conventional (HFO/MGO),Moderate,106.0
Handymax,14.38,3066.6,810.1,Methanol,Calm,52.0
Tanker,16.02,11434.1,1119.8,Hydrogen,Rough,226.6
Feeder,15.06,1118.2,595.6,Methanol,Moderate,50.0
Container,20.73,7993.8,204.6,LNG,Calm,74.6
Feeder,15.13,1217.8,904.6,Ammonia,Calm,50.0
Container,20.58,6837.7,1932.5,Methanol,Calm,733.9
Ro-Ro,16.33,7322.3,1088.4,Methanol,Rough,161.8
Panamax,13.95,1735.4,1890.7,LNG,Calm,131.8
Container,20.19,13245.0,1824.3,LNG,Calm,759.4
Feeder,17.39,1032.5,2101.5,LNG,Moderate,87.9
Container,15.73,6113.9,931.9,Hydrogen,Calm,157.3
Feeder,17.09,3159.5,469.5,Methanol,Calm,50.0
Handymax,16.2,4740.5,1628.8,Conventional (HFO/MGO),Moderate,148.1
Container,22.93,11932.9,1630.6,Hydrogen,Calm,817.9
Panamax,15.63,3720.4,372.3,Methanol,Calm,50.0
Feeder,17.54,2999.0,974.6,Hydrogen,Moderate,50.0
Container,22.73,11313.5,380.0,LNG,Moderate,183.9
Feeder,14.99,1166.4,1825.4,Ammonia,Moderate,53.0
Tanker,17.1,5856.5,1648.8,Hydrogen,Calm,239.2
Feeder,11.84,1681.0,2060.5,Hydrogen,Moderate,50.0
Feeder,17.1,3116.6,331.0,Methanol,Moderate,50.0
Feeder,12.34,2065.5,1778.5,Conventional (HFO/MGO),Rough,50.0
Panamax,12.53,2847.0,360.1,Methanol,Rough,50.0
Feeder,12.54,1889.2,1939.1,Hydrogen,Rough,50.0
Panamax,13.52,7594.5,181.3,Ammonia,Moderate,50.0
Ro-Ro,18.57,3512.8,1899.0,Ammonia,Calm,305.7
Panamax,13.36,2652.8,1533.6,Conventional (HFO/MGO),Calm,100.2
Feeder,15.64,1285.3,782.8,Conventional (HFO/MGO),Moderate,50.0
Panamax,14.57,7656.5,1405.3,Ammonia,Rough,182.3
Ro-Ro,11.67,6748.1,432.8,Conventional (HFO/MGO),Calm,50.0
Panamax,16.67,7074.7,534.9,Ammonia,Rough,112.0
Handymax,14.08,2285.6,1510.7,LNG,Moderate,76.5
Panamax,11.74,1602.7,2006.1,Conventional (HFO/MGO),Moderate,92.7
Panamax,19.18,7639.5,2051.1,Conventional (HFO/MGO),Calm,466.4
Ro-Ro,18.16,4239.9,1576.4,Conventional (HFO/MGO),Calm,221.5
Tanker,17.59,3486.9,1769.7,LNG,Calm,291.7
Tanker,13.48,3954.7,856.3,Hydrogen,Calm,63.7
Panamax,11.41,3441.7,717.8,Conventional (HFO/MGO),Calm,50.0
Handymax,18.32,5238.9,976.1,Conventional (HFO/MGO),Rough,149.3
Panamax,14.13,6574.4,436.4,Methanol,Moderate,50.0
Container,18.78,4541.6,605.3,Methanol,Moderate,181.1
Handymax,12.98,5688.7,1572.3,Conventional (HFO/MGO),Moderate,90.4
Feeder,16.49,2540.0,1921.7,Hydrogen,Moderate,70.4
Ro-Ro,11.95,4879.7,2142.1,Conventional (HFO/MGO),Moderate,101.2
Panamax,20.03,7095.3,679.6,Hydrogen,Moderate,166.7
Tanker,12.0,4281.3,506.0,Conventional (HFO/MGO),Calm,50.0
Tanker,17.45,3018.1,2162.7,LNG,Moderate,405.6
Container,18.98,5863.9,1035.7,Methanol,Moderate,308.2
Feeder,17.0,1008.0,1628.1,Conventional (HFO/MGO),Calm,61.7
Panamax,15.9,6890.6,1944.8,LNG,Calm,227.3
Ro-Ro,11.81,2054.6,1133.1,Ammonia,Moderate,50.0
Container,22.65,11413.5,1486.4,Conventional (HFO/MGO),Moderate,789.9
Handymax,17.1,3424.9,617.4,Hydrogen,Moderate,58.8
Tanker,15.61,8531.9,704.2,LNG,Moderate,101.6
Handymax,18.99,5358.6,1945.1,Hydrogen,Moderate,254.4
Feeder,12.57,2247.8,1256.3,Hydrogen,Moderate,50.0
Handymax,12.97,2278.7,1049.0,LNG,Calm,50.0
Ro-Ro,18.54,3144.0,1899.1,Conventional (HFO/MGO),Moderate,294.5
Tanker,16.31,3213.4,1275.5,Ammonia,Calm,183.8
Container,15.45,10323.0,843.5,Ammonia,Moderate,178.8
Ro-Ro,18.91,2777.9,1784.8,Methanol,Moderate,258.3
Panamax,11.69,5424.5,1970.2,Methanol,Calm,103.4
Feeder,12.25,1264.6,1459.3,Methanol,Calm,50.0
Container,18.77,7256.4,674.8,Methanol,Moderate,202.4
Container,12.46,7505.5,1453.7,Ammonia,Calm,135.8
Container,21.62,7705.0,461.8,LNG,Moderate,186.8
Container,20.89,9245.9,705.7,Hydrogen,Calm,261.5
Container,18.97,7284.8,1704.2,Hydrogen,Moderate,463.4
Feeder,13.76,1638.6,1824.4,LNG,Moderate,50.0
Container,20.23,12548.5,491.3,LNG,Calm,187.7
Ro-Ro,14.79,2492.3,1233.0,Hydrogen,Moderate,69.0
Ro-Ro,18.97,5466.8,1866.0,Hydrogen,Calm,291.0
Panamax,17.86,4903.5,727.4,Ammonia,Calm,130.3
Panamax,15.14,1873.1,1955.2,Conventional (HFO/MGO),Moderate,175.5
Ro-Ro,13.02,3025.6,1902.2,Methanol,Calm,87.5
Tanker,13.18,2024.4,1132.1,LNG,Calm,82.6
Feeder,12.0,635.5,2185.4,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,18.81,2207.5,1775.3,Methanol,Moderate,245.4
Ro-Ro,15.92,2177.2,728.9,Conventional (HFO/MGO),Calm,63.3
Tanker,14.46,8542.2,1122.3,Hydrogen,Calm,143.3
Tanker,13.56,8565.7,1859.6,Ammonia,Moderate,239.9
Ro-Ro,16.32,6255.3,1725.9,Conventional (HFO/MGO),Moderate,205.7
Ro-Ro,16.44,6933.8,1717.4,Hydrogen,Calm,170.9
Tanker,13.04,6268.2,569.0,Hydrogen,Calm,50.0
Panamax,18.56,5316.0,1810.1,LNG,Moderate,353.7
Tanker,18.65,5242.0,1775.9,Methanol,Moderate,437.9
Feeder,13.75,1439.4,934.2,Hydrogen,Calm,50.0
Feeder,11.39,2435.0,1383.9,Hydrogen,Moderate,50.0
Ro-Ro,12.83,5705.0,1696.4,Conventional (HFO/MGO),Moderate,92.3
Panamax,15.39,6039.4,707.8,Ammonia,Moderate,79.3
Container,20.63,8207.5,709.8,LNG,Calm,248.6
Ro-Ro,11.43,7193.3,1357.3,LNG,Moderate,65.4
Feeder,16.16,677.2,789.4,Methanol,Moderate,50.0
Tanker,18.78,8042.3,1144.0,LNG,Calm,259.4
Container,12.58,7605.6,637.3,Hydrogen,Rough,65.2
Panamax,14.75,2787.9,872.8,Methanol,Moderate,94.9
Handymax,17.39,1219.9,1844.5,Methanol,Calm,158.0
Tanker,17.37,2156.8,1228.7,Ammonia,Moderate,216.9
Feeder,13.77,925.9,1167.4,LNG,Calm,50.0
Container,14.1,2994.7,2040.3,LNG,Moderate,242.5
Ro-Ro,16.64,3713.4,1436.6,Hydrogen,Calm,117.6
Container,22.09,7291.8,629.4,LNG,Moderate,248.0
Ro-Ro,18.79,6514.3,1592.1,Methanol,Moderate,307.7
Container,18.6,7939.3,160.8,Conventional (HFO/MGO),Calm,50.0
Tanker,10.03,6406.7,1126.6,LNG,Calm,51.4
Ro-Ro,18.33,3463.8,790.8,Methanol,Moderate,110.5
Container,16.98,7126.6,1827.4,LNG,Moderate,404.1
Panamax,20.57,5422.2,2185.7,Methanol,Moderate,608.4
Panamax,12.59,7604.2,779.1,LNG,Moderate,57.7
Container,20.26,3012.0,843.8,Ammonia,Moderate,280.7
Ro-Ro,15.94,5926.9,1041.6,Hydrogen,Calm,77.9
Ro-Ro,18.28,3595.7,1356.5,Methanol,Calm,175.9
Container,20.16,5939.2,768.5,Conventional (HFO/MGO),Calm,254.2
Panamax,17.83,6665.0,1018.5,Methanol,Moderate,203.0
Tanker,17.89,5683.6,2072.9,Methanol,Calm,428.0
Feeder,15.45,2190.9,195.7,Hydrogen,Moderate,50.0
Panamax,20.11,4071.8,957.5,Conventional (HFO/MGO),Calm,215.4
Ro-Ro,19.29,4547.6,715.0,Hydrogen,Calm,95.7
Panamax,20.74,2106.9,946.2,Hydrogen,Moderate,180.2
Ro-Ro,15.17,3309.0,1139.6,Hydrogen,Calm,87.0
Panamax,15.96,8705.3,1240.2,Conventional (HFO/MGO),Calm,168.3
Container,20.26,4026.8,1896.8,LNG,Calm,599.6
Handymax,15.21,2672.8,151.3,Ammonia,Calm,50.0
Ro-Ro,15.36,6562.5,1716.4,Methanol,Rough,193.0
Handymax,15.09,2986.3,582.2,Methanol,Moderate,50.0
Ro-Ro,15.02,3042.9,1303.8,LNG,Calm,97.1
Ro-Ro,14.71,5597.9,2005.5,Methanol,Moderate,159.4
Handymax,15.96,5547.7,2156.2,LNG,Moderate,190.7
Tanker,10.79,4024.5,179.7,LNG,Moderate,50.0
Feeder,14.92,1002.9,1531.3,Hydrogen,Calm,50.0
Panamax,11.27,3787.2,1456.9,Ammonia,Calm,65.9
